iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,sth_examined,sth_positive,quality,sn
GAB,GA,2057.0,20365.0,20365.0,ecole privee protestante communale de mekambo,103429.0,13.952106,1.011126,1,,,,,,66.0,0.0,,,66.0,41,,,66.0,17.0,,,0.0,0.0,3,672
GAB,GA,2059.0,20371.0,20371.0,ecole privee vie comblee,12095.0,11.5,-2.2669385,1,,,2015.0,,,41.0,0.0,,,41.0,0,,,41.0,9.0,,,41.0,9.0,1,5556
GAB,GA,2054.0,20347.0,20347.0,ecole protestante d'ebel abanga,11886.0,10.48581,-0.2739,3,,,2014.0,,,46.0,12.0,,,46.0,16,,,44.0,28.0,,,46.0,33.0,1,5451
GAB,GA,2054.0,20347.0,20347.0,ecole protestante d'ebel abanga,11891.0,10.48581,-0.2739,3,,,2014.0,,,50.0,12.0,,,50.0,16,,,50.0,28.0,,,,,1,5449
GAB,GA,2057.0,20364.0,20364.0,ecole protestante de mbess,103059.0,12.68767,0.0,4,,,2015.0,7.0,0.0,25.0,1.0,,,25.0,7,,,25.0,3.0,,,25.0,8.0,1,667
GAB,GA,2059.0,20371.0,20371.0,ecole pub augustin mayilas,12096.0,10.03172,-2.72215,3,,,2015.0,,,49.0,0.0,,,49.0,8,,,49.0,14.0,,,49.0,18.0,1,5554
GAB,GA,2058.0,20367.0,20367.0,ecole pub boundji mandji,12115.0,11.89337,-1.00027,3,,,2015.0,,,45.0,0.0,,,45.0,28,,,45.0,20.0,,,45.0,37.0,1,5537
GAB,GA,2058.0,20367.0,20367.0,ecole pub boundji mandji,12111.0,11.89337,-1.00027,3,,,2014.0,,,45.0,0.0,,,45.0,28,,,45.0,20.0,,,,,1,5534
GAB,GA,2058.0,20370.0,20370.0,ecole pub com pana,12020.0,12.62921,-1.66881,3,,,2015.0,,,109.0,0.0,,,109.0,44,,,109.0,12.0,,,109.0,50.0,1,5551
GAB,GA,2059.0,20371.0,20371.0,ecole pub com plaine 5,12097.0,10.02098,-2.72707,3,,,2015.0,,,47.0,0.0,,,47.0,13,,,47.0,17.0,,,47.0,22.0,1,5555
