iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
MLI,ML,3116.0,30007.0,30007.0,isseye,55356.0,-2.0265999,14.8726,3,,,2004.0,,,51,1,,,51,0,,,51,0,,,2,9279,0.0196078431372549,0.0,0.0,0.0184979652238253,31791.767654523534,96,96,96
MLI,ML,3118.0,30021.0,30021.0,kadiolo,13350.0,-5.7563151,10.550504,1,,,2015.0,,,166,0,,,166,0,,,166,0,,,1,9314,0.0,0.0,0.0,0.0,12516.704715601363,97,97,97
MLI,ML,3118.0,30021.0,30021.0,kai,55370.0,-5.6893555,10.9701558,1,,,2004.0,,,70,13,,,70,0,,,70,0,,,2,9310,0.1857142857142857,0.0,0.0,0.1752021563342318,6990.684305871573,98,98,98
MLI,ML,3111.0,29976.0,29976.0,kalaban,55331.0,-7.9838097,12.5913864,1,,,2004.0,,,97,2,,,97,0,,,97,0,,,2,9137,0.0206185567010309,0.0,0.0,0.0194514685858782,1914.8889283942306,99,99,99
MLI,ML,3115.0,29997.0,29997.0,kalabancoro,13351.0,-8.0301544,12.5757646,1,,,2015.0,,,119,0,,,119,0,,,119,0,,,1,9227,0.0,0.0,0.0,0.0,3106.295309341935,100,100,100
MLI,ML,3118.0,30028.0,30028.0,kalana b,55486.0,-8.193961,10.7873458,1,,,2004.0,,,70,1,,,70,0,,,70,0,,,2,9331,0.0142857142857142,0.0,0.0,0.013477088948787,44534.73259541428,101,101,101
MLI,ML,3113.0,29982.0,29982.0,kale pc,55300.0,-10.6564,13.7188,3,,,2004.0,,,80,5,,,80,0,,,80,0,,,2,9163,0.0625,0.0,0.0,0.0589622641509433,21064.217686611035,102,102,102
MLI,ML,3115.0,30002.0,30002.0,kaloumba,55450.0,-7.4964588,14.8599232,1,,,2004.0,,,67,0,,,67,0,,,67,2,,,2,9252,0.0,0.0,0.0298507462686567,0.0281610813855252,25013.063508193933,103,103,103
MLI,ML,3113.0,29983.0,29983.0,kandiare,55340.0,-9.4324999,14.6334,3,,,2004.0,,,64,0,,,64,0,,,64,0,,,2,9172,0.0,0.0,0.0,0.0,28280.504651541843,104,104,104
MLI,ML,3115.0,29998.0,29998.0,kangaba,13352.0,-8.4156809,11.9427677,1,,,2015.0,,,126,0,,,126,0,,,126,0,,,1,9230,0.0,0.0,0.0,0.0,30507.246113920584,105,105,105
MLI,ML,3113.0,29984.0,29984.0,kayes,13353.0,-11.4452717,14.4367876,1,,,2014.0,,,123,0,,,123,0,,,123,0,,,1,9179,0.0,0.0,0.0,0.0,0.0,106,106,48
MLI,ML,3118.0,30021.0,30021.0,kebeni,55371.0,-6.1210692,10.2572187,1,,,2004.0,,,67,53,,,67,0,,,67,0,,,2,9313,0.7910447761194029,0.0,0.0,0.7462686567164177,40187.553563536785,107,107,107
MLI,ML,3113.0,29985.0,29985.0,kenieba,13354.0,-11.2353772,12.8451283,1,,,2016.0,,,121,0,,,121,0,,,121,0,,,1,9188,0.0,0.0,0.0,0.0,25776.71387172278,108,108,108
MLI,ML,3113.0,29982.0,29982.0,kenieba bafing,55301.0,-10.5717,13.299,3,,,2004.0,,,68,10,,,68,0,,,68,0,,,2,9164,0.1470588235294117,0.0,0.0,0.1387347391786903,20117.200165259128,109,109,109
MLI,ML,3115.0,29998.0,29998.0,keniegoue,55377.0,-8.6224279,11.7667163,1,,,2004.0,,,70,34,,,70,1,,,70,0,,,2,9231,0.4857142857142857,0.0142857142857142,0.0,0.4651520985752791,30507.246113920584,110,110,110
MLI,ML,3113.0,29985.0,29985.0,keniekenieba,55400.0,-11.8649365,13.3739337,1,,,2004.0,,,59,0,,,59,0,,,59,0,,,2,9190,0.0,0.0,0.0,0.0,53167.91972012101,111,111,111
MLI,ML,3115.0,29999.0,29999.0,kobala,55383.0,-8.0558333,14.6775,1,,,2004.0,,,1,1,,,1,0,,,1,0,,,2,9237,1.0,0.0,0.0,0.9433962264150942,9557.50473173668,112,112,112
MLI,ML,3115.0,29999.0,29999.0,kokoun,55384.0,-6.467147,11.884201,1,,,2004.0,,,97,0,,,97,0,,,97,0,,,2,9234,0.0,0.0,0.0,0.0,27755.136238293406,113,113,113
