iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
TZA,TZ,4797.0,46631.0,46631.0,bukore,,33.9624817,-2.0490183,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36886,0.0,0.0,0.0,0.0,3166.170260793191,61,61,61
TZA,TZ,4809.0,46611.0,46611.0,bukumbi,,32.512805,-4.401878,3,,,2012.0,4.0,81.0,502,197,,,0,0,,,0,0,,,1,30039,0.3924302788844621,,,,0.0,62,62,63
TZA,TZ,4809.0,46611.0,46611.0,bukumbi,,32.512805,-4.401878,3,,,2012.0,4.0,81.0,251,36,,,0,0,,,0,0,,,1,30040,0.1434262948207171,,,,0.0,63,63,62
TZA,TZ,4809.0,46611.0,46611.0,bukumbi,59851.0,32.566667,-4.383333,1,,,2012.0,,,251,124,,,0,0,,,0,0,,,1,15989,0.4940239043824701,,,,0.0,64,64,65
TZA,TZ,4809.0,46611.0,46611.0,bukumbi,59851.0,32.566667,-4.383333,1,,,2012.0,,,251,73,,,0,0,,,0,0,,,1,15988,0.2908366533864542,,,,0.0,65,65,64
TZA,TZ,4809.0,46611.0,46611.0,bukumbi,59851.0,32.566667,-4.383333,1,,,2012.0,,,251,36,,,0,0,,,0,0,,,1,15990,0.1434262948207171,,,,0.0,66,66,64
TZA,TZ,4801.0,46561.0,46561.0,bukumbi,,32.916667,-2.716667,3,,,2009.0,6.0,14.0,100,39,,,0,0,,,0,0,,,1,30804,0.39,,,,8412.484106050673,67,67,67
TZA,TZ,4797.0,46527.0,46527.0,bukumi,,33.31203,-1.911222,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,22960,0.0,0.0,0.0,0.0,0.19217046746306835,68,68,114
TZA,TZ,4797.0,46529.0,46529.0,bukura,,34.11444,-1.190763,3,ward,mapping,2018.0,,,30,0,0.0,,30,1,0.0,,30,0,0.0,,1,23025,0.0,0.0333333333333333,0.0,0.0314465408805031,4131.506500113228,69,69,69
TZA,TZ,4797.0,46529.0,46529.0,bukwe,,34.22814,-1.374148,3,ward,mapping,2018.0,,,30,0,0.0,,30,0,0.0,,30,0,0.0,,1,23027,0.0,0.0,0.0,0.0,0.5575990047827105,70,70,900
