"iso3","iso2","admin1_id","admin2_id","iu_id","site_id","longitude","latitude","georeliability","location_type","survey_type","year","age_start","age_end","hk_examined","hk_positive","asc_examined","asc_positive","tt_examined","tt_positive","quality","sn","hk_prevalence","asc_prevalence","tt_prevalence","sth_prevalence","shortest","id","src","dst"
"GMB","GM",4911,47624,47624,16987.0,-15.383333,13.75,1,"","",2015.0,"","",50,0,50,0,50,0,1,5749,0.0,0.0,0.0,0.0,0.0,147,147,146
"GMB","GM",4913,47639,47639,52571.0,-16.088049,13.309254,3,"","",2010.0,"","",48,2,48,0,48,0,1,5905,0.0416666666666666,0.0,0.0,0.0393081761006289,3127.3786877018997,148,148,148
"GMB","GM",4911,47629,47629,17007.0,-14.89157333,13.77997167,3,"","",2015.0,"","",50,0,50,0,50,0,1,5777,0.0,0.0,0.0,0.0,0.0,149,149,150
"GMB","GM",4911,47629,47629,17008.0,-14.89157333,13.77997167,3,"","",2015.0,"","",0,0,0,0,0,0,1,5778,"","","","",0.0,150,150,149
"GMB","GM",4916,47661,47661,16752.0,-15.995655,13.26651667,3,"","",2015.0,"","",0,0,0,0,0,0,1,6085,"","","","",0.0,151,151,152
"GMB","GM",4916,47661,47661,16753.0,-15.995655,13.26651667,3,"","",2015.0,"","",50,0,50,0,50,0,1,6090,0.0,0.0,0.0,0.0,0.0,152,152,151
"GMB","GM",4913,47639,47639,52572.0,-16.095821,13.399342,3,"","",2010.0,"","",50,2,50,0,50,0,1,5906,0.04,0.0,0.0,0.0377358490566037,0.0,153,153,154
"GMB","GM",4913,47639,47639,16889.0,-16.095821,13.399342,3,"","",2015.0,"","",0,0,0,0,0,0,1,5896,"","","","",0.0,154,154,153
"GMB","GM",4913,47639,47639,16890.0,-16.096895,13.40004833,3,"","",2015.0,"","",50,0,50,0,50,0,1,5904,0.0,0.0,0.0,0.0,144.31626589632447,155,155,155
"GMB","GM",4914,47647,47647,52593.0,-16.2558918,13.4183703,1,"","",2010.0,"","",50,0,50,0,50,0,1,5975,0.0,0.0,0.0,0.0,10177.983639825447,156,156,156
"GMB","GM",4916,47663,47663,16920.0,-16.4612009,13.2002015,1,"","",2015.0,"","",0,0,0,0,0,0,1,6123,"","","","",0.0,157,157,158
"GMB","GM",4916,47663,47663,16921.0,-16.4612009,13.2002015,1,"","",2015.0,"","",50,1,50,0,50,0,1,6121,0.02,0.0,0.0,0.0188679245283018,0.0,158,158,157
"GMB","GM",4912,47633,47633,16840.0,-16.6849975,13.458663,1,"","",2015.0,"","",0,0,0,0,0,0,1,5850,"","","","",367.6507446228119,159,159,159
"GMB","GM",4916,47660,47660,16748.0,-15.81423,13.16949833,3,"","",2015.0,"","",0,0,0,0,0,0,1,6082,"","","","",0.0,160,160,161
"GMB","GM",4916,47660,47660,16749.0,-15.81423,13.16949833,3,"","",2015.0,"","",50,0,50,0,50,0,1,6081,0.0,0.0,0.0,0.0,0.0,161,161,160
"GMB","GM",4916,47657,47657,16735.0,-16.3117979,13.2441831,1,"","",2015.0,"","",0,0,0,0,0,0,1,6061,"","","","",0.0,162,162,163
"GMB","GM",4916,47657,47657,16730.0,-16.3117979,13.2441831,1,"","",2015.0,"","",50,0,50,0,50,0,1,6066,0.0,0.0,0.0,0.0,0.0,163,163,162
"GMB","GM",4916,47661,47661,16754.0,-16.0427102,13.2294462,1,"","",2015.0,"","",0,0,0,0,0,0,1,6091,"","","","",0.0,164,164,165
"GMB","GM",4916,47661,47661,16755.0,-16.0427102,13.2294462,1,"","",2015.0,"","",49,0,49,0,49,0,1,6088,0.0,0.0,0.0,0.0,0.0,165,165,164
"GMB","GM",4912,47633,47633,16841.0,-16.6733441,13.4540922,1,"","",2015.0,"","",0,0,0,0,0,0,1,5810,"","","","",121.99502996029332,166,166,166
"GMB","GM",4912,47633,47633,16842.0,-16.6696578,13.4602404,1,"","",2015.0,"","",0,0,0,0,0,0,1,5812,"","","","",262.7889276039441,167,167,167
"GMB","GM",4916,47661,47661,16756.0,-16.0008363,13.1755135,1,"","",2015.0,"","",0,0,0,0,0,0,1,6083,"","","","",342.6329154934409,168,168,168
"GMB","GM",4916,47657,47657,16736.0,-16.271725,13.229515,3,"","",2015.0,"","",0,0,0,0,0,0,1,6070,"","","","",0.0,169,169,170
"GMB","GM",4916,47657,47657,16731.0,-16.271725,13.229515,3,"","",2015.0,"","",50,0,50,0,50,0,1,6063,0.0,0.0,0.0,0.0,0.0,170,170,169
"GMB","GM",4916,47661,47661,16757.0,-16.10054333,13.18383833,3,"","",2015.0,"","",0,0,0,0,0,0,1,6089,"","","","",0.0,171,171,172
"GMB","GM",4916,47661,47661,16758.0,-16.10054333,13.18383833,3,"","",2015.0,"","",50,0,50,0,50,0,1,6093,0.0,0.0,0.0,0.0,0.0,172,172,171
"GMB","GM",4916,47662,47662,16906.0,-16.69092,13.24885167,3,"","",2015.0,"","",0,0,0,0,0,0,1,6107,"","","","",0.0,173,173,174
"GMB","GM",4916,47662,47662,16907.0,-16.69092,13.24885167,3,"","",2015.0,"","",50,1,50,0,50,0,1,6097,0.02,0.0,0.0,0.0188679245283018,0.0,174,174,173
"GMB","GM",4914,47643,47643,16797.0,-15.5192291,13.5461508,1,"","",2015.0,"","",49,0,49,0,49,0,1,5910,0.0,0.0,0.0,0.0,0.0,175,175,176
"GMB","GM",4914,47646,47646,17059.0,-15.5192291,13.5461508,1,"","",2015.0,"","",0,0,0,0,0,0,1,5967,"","","","",0.0,176,176,175
"GMB","GM",4914,47646,47646,17060.0,-15.7541892,13.507686,1,"","",2015.0,"","",50,0,50,0,50,0,1,5971,0.0,0.0,0.0,0.0,7692.93099216149,177,177,177
"GMB","GM",4911,47629,47629,52582.0,-14.874342,13.584397,3,"","",2010.0,"","",52,0,52,0,52,0,1,5773,0.0,0.0,0.0,0.0,9984.620242178444,178,178,178
"GMB","GM",4916,47662,47662,16908.0,-16.62777351,13.28956758,3,"","",2015.0,"","",0,0,0,0,0,0,1,6096,"","","","",494.98928029902106,179,179,179
"GMB","GM",4916,47662,47662,16909.0,-16.623915,13.29171833,3,"","",2015.0,"","",50,2,50,0,50,0,1,6099,0.04,0.0,0.0,0.0377358490566037,494.98928029902106,180,180,180
"GMB","GM",4914,47644,47644,16962.0,-16.0904721,13.4929172,1,"","",2015.0,"","",0,0,0,0,0,0,1,5929,"","","","",0.0,181,181,184
"GMB","GM",4911,47623,47623,16767.0,-14.592715,13.44960167,3,"","",2015.0,"","",0,0,0,0,0,0,1,5736,"","","","",0.0,182,182,183
"GMB","GM",4911,47623,47623,16768.0,-14.592715,13.44960167,3,"","",2015.0,"","",50,0,50,0,50,0,1,5747,0.0,0.0,0.0,0.0,0.0,183,183,182
"GMB","GM",4914,47644,47644,16963.0,-16.0904721,13.4929172,1,"","",2015.0,"","",47,0,47,1,47,0,1,5928,0.0,0.0212765957446808,0.0,0.0200722601364913,0.0,184,184,181
"GMB","GM",4914,47644,47644,16964.0,-16.045649,13.5792309,1,"","",2015.0,"","",0,0,0,0,0,0,1,5927,"","","","",0.0,185,185,186
"GMB","GM",4914,47644,47644,16965.0,-16.045649,13.5792309,1,"","",2015.0,"","",50,0,50,1,50,0,1,5932,0.0,0.02,0.0,0.0188679245283018,0.0,186,186,185
"GMB","GM",4914,47647,47647,17076.0,-16.33797,13.45755,3,"","",2015.0,"","",0,0,0,0,0,0,1,5974,"","","","",0.0,187,187,188
